order_id,products
934974,[12916  3389  9580  9692]
934978,"[16797 24852 47766 42450 23341 20339 28427 33129  5460 42240  4297 25691
 28386 25830  2913]"
934994,[48364 48745 41065  3007 22504 10761]
935117,[30305 49098 42615 25918]
935128,[47626  1940 31883 34005 33351 30994  9458 19953]
935259,[4137]
935386,[25513  7521 18765]
935424,[13176 47766  5876  4605  3957 36036]
935539,[31683 22959 42904  7189  3263]
935545,[38988  8381]
935553,[ 8518  8424 29487 23892 36064]
935557,[14084  9060 35147 36157]
935613,[14992 28842  2295 38200 23322 19781]
935668,[24852 47766  8424 15290 25931 47087  5994  1511 19068 25495 41148 14508]
935723,[ 1529 36225]
935732,[38400 49381 41058 25175]
935749,[45007  5077 48183 13377]
935855,[39812 46979 44142 14536  4472 41771 11712 10020]
935864,[44632]
935904,[45603]
935984,[39877 47766  5134 39238  4142 42241 10793]
936092,[13176 39877 15290 48559  3990 33129 13578 17825]
936120,"[24852 28465  5876  9076 24964  4605 38984 33198  3382 26369 36550 28476
 21417 16616 14491 23737 22224 37276]"
936135,[33791]
936252,[47990 10690 30094]
936322,[18523 22124 47229 39475 38557]
936388,[25146  2536 34167 40534]
936447,[ 4920 37067 47966  8174 13245  8153 20039 40825  4790]
936486,[47626 22935 24940 18132 40336  2962 24253 42483 45616]
936571,[28842 41319 16759 10108  5858]
936620,[27845  4472 49075]
936629,[33027 24235]
936696,[16965 22788]
936743,[24852 21903 49683 39275 43295 12797 17461 12980 36157]
936758,[24852 38656  8518 19678  8467 11046]
936810,[ 1376 34343]
936837,[30827 27475]
936839,[21386 33690 46064   581 36697]
936873,[21137 23423 30162]
936922,[6359]
936928,[16797 43693 32141 22619 28548  2972 47268]
936940,[41131 48939]
937014,"[24852 47209 27521 43352 42736 31506 10912 32734 10831  4562 21267  1999
 32578 34590 35163 46720  7175 11440 32486 46855 26278  6008 17723]"
937047,[ 2180 34949]
937056,None
937063,[43154]
937084,[16797 37646 21137 47626 20082 45504]
937109,"[21903 31683 44910 42768 45364  7054 45200 13535   890 44514 14874 44371
 38374 32029]"
937141,[40852 26300 28379]
937142,[24024 17461]
937155,[ 4957 39275 15386 42016 35362]
937161,[ 7963 24852 34126 13780 25705 47900 33884 12980]
937180,[36386 42078]
937209,[21938 32222]
937237,[47209 30391 32655 16759 23233 19660 34966 19370]
937251,[26981]
937297,[19003 24622 44799 32734 29487  7736   130]
937399,[37464 46372 30086]
937403,[14992 44375 35507 41966  7663]
937455,[ 8277 11576  1337]
937479,[38768  1117 14689]
937573,[13176 43961 30382]
937576,[47766 42265 30391 47626 41290 42450 27086 27548 33043 22228 44075 49618]
937578,[24852 26604 18479 24838 42736 47626]
937590,"[13176 22035 31717 11520 26209 20995 28601 41950 14678 30776  3957 28785
 19508 17400 42701  3896 16278 18770 36832 44882 24574]"
937598,[30036  3597]
937651,"[ 8518 20754 40706 39275 11782 41319 38650 29987 28597  2855  9092 42244
 39984 10385]"
937689,[13176 34358 22935 26298  7628 17352 11481 18603]
937691,[42936 48854 12999]
937704,[21903 46400]
937754,[27413 27966 44683  4920  7948 28204 27845 21497 45504]
937835,[49235 39275 31506  8230  9076 39993 24964 20119 25340 39378]
937873,[47209 21903 34448 24799 28745 14633 36872 24369]
937908,[18851]
937910,[ 1217 43565 39002 18747 16615 39991 27462 13718  6422]
937981,[16797 22935 23909 46654  9000 48628 35594   141]
937989,[13176 10070]
937990,[14715 28413  1957  9358]
937991,[5876 6400]
938018,[ 7781 22935 37158 30561  5456 42389 19731]
938026,[16683  7836]
938096,"[24852  5818 14197 23803 24622 44799 15820 21019 39993 37250 19348 33909
   588 44325  9897 32019]"
938098,[18790 17969]
938241,[22825 21903 32827]
938413,[42828 33043  5785  4960 13113 25577 31257]
938495,[ 5337  3298 35561  9020]
938497,[22035 17600  7559 38689  5922 20431  4600 21461 30492]
938512,[ 8277 11520 40268 19893 31242 26919]
938581,"[17795 29503 48214 44704 35984 37849  6201 40939 19584 26571  4645 45283
 17223 28480 14439 19327  5217  2595]"
938627,[24852 35321  5884]
938725,[21903  4605 26751  1890]
938733,[24852 47209 21137 40604 25659 10895 26346 27086 21938  8174]
938787,None
938841,"[13176 27966 49273  8021 44632 12206 42450 27845 12341 28378  3951 19611
 47888  8022 39699  2825 27750  3020 10036 33216 37257 37496 25837 16570
  1335 19248 39696 41375 42085]"
938883,[30480  5514]
938906,[30450 47766 21903 23579 42719]
938951,[30489 33731 20144  6104]
938954,[  196 46149 11759 30720 47097]
938959,[13176 30391 15604  5383 31915]
938993,"[24561 43263 43719 16221 44245 45061 20463 43556   277 16615 47629 43195
 10063 13718 20668]"
938996,[26209  4086]
939006,[34690 38200 41602 27885 25539 12738]
939076,[ 5322 31506 48171 47977 35898  3459 35262   716]
939106,[ 8138 45036 10108  8859 32650 39721 34023  4834  4289 27260]
939108,[21137 44449 39558]
939128,[13176  6141 47626 34991]
939223,[41844 47977 38647 22093 17316 18151]
939224,"[47766  9387 43961 49683 43352 15290 47626 43086  4605 42701  1999 23375
 26351 48222 20063 38784]"
939255,[47766 39619]
939295,None
939333,[13176  7781 22963 30489 42265 13083 31487 43713 29126 41665 14858 25332]
939364,"[41787 47209 39275 28842 34126  5876 35140  6948 45123 10749 18090 46650
 31915 33587 30834 39396]"
939378,[46654 29158]
939402,[41787  2616 27885 48903 13303]
939454,[27845 38689  2224]
939544,[42585 36149  1398 24338]
939585,"[38277 15290 21019  9901 46023 48205  2295 42431 26172  6046 41178 18834
 44410 27037 37376 47337 33639  5295 28876 39077]"
939586,[16185 10912 33198 46881 19734  4722]
939598,[38456 46906]
939631,[34217   659]
939655,[16864 25817 10874  1919]
939687,[15290 32566 25544 29487 13834 48370  4137 10637 42883 46298]
939763,[26604 40706 26209 32177 28842 44359 46667 21938 30604 24933 44393]
939787,[ 4846 15424  3618]
939809,[36316 12302 10690]
939865,None
939881,[25133 21903  8048 33768 16283 18067]
939894,[13176 48679 34448 39993  5428 38563 26856]
939897,[28155  2120 37417]
939903,[24184 45570]
939948,[11187 13129 28299 39581 14897 44199 36431 19239 28572]
940028,"[21150 21903 40706 27156 42803 30252 28199 19508 44514 35004 17878 27573
 27759]"
940048,[13176    79 39275  5077 49131 24749 39972 42991   597]
940065,[19057 13984]
940107,[13176 48812 21195 12899 42282 42475 45232  8384]
940161,[38689 30339]
940211,[30591 11759 48034]
940214,"[21903  8518 21616 27521 28985 18656 28199 49175  2426 27509 12276  1695
 45679 11712 31927 25472  1909   892]"
940231,[ 9387 45007 21333 20114 34969 16759 13328  4269  6265 14780 13517]
940247,[39190  4920  5876 47672 17948 28204 10912 45104]
940252,[26088 39275  1957 35470]
940287,[16797 43352 19691]
940305,[16797 21903  6184 38300 30827 12078 28413]
940354,[13176 47766 12069 19677  2480 40229 25634]
940382,[16797 20995 13269 40301]
940388,[47144 27845 39475 34005]
940413,[13176 24852 27966 46676 39275 35140 20842 26648]
940432,[39275 48071]
940465,[47626 35512]
940511,[47209 22035 45007 44987 46906 35383 34270 13055 29268]
940530,[43352 21288  8048 19660  8571 30553 13634]
940590,[18891 12576 29180]
940652,[11885]
940776,[13176 34358 18465 33731  5876 28204 14233 46906 21513  1468 14971]
940789,"[21227 37646 21903 31717 27156 17794 38159 13829 47626 35140 46709  4605
 12341  7969 35547  5240 35561  5024 34590 39216 21614 16145 18963 12357
 41541 25533 20081   283 47059 25525 48574]"
940821,[28985 37687  5876 12872 38273 11619]
940845,[49235 23909 19734 25783 46515 34625 46114]
940944,[13176 47766 45007 12872 21405 37524  8516]
941018,[13176 16589 43295 44632 35221 37524 37158 23383  9741 28576  2298]
941019,[31651]
941109,[41220 44843 49141 16920 36107 19207 27941 31439]
941112,[28842  8670 48205 11408 30233 35752 12620  2361 22799]
941197,"[47209 21903 27521 48679 17794 22935 38164  4210 21019 13380 48595 38558
 35142 37876  3682 42241]"
941200,[21137  6184  7249 14159  8803]
941229,[24852 46676 47144 27521 28985 27104 46979 29675 18027  9689 11090 38991]
941278,[30391 41950 32689 42445 31577  2091]
941338,"[41400 12341  8048 30827 30720 28413 31474 33147  3798  5067  4724 10173
 22028]"
941394,[26604]
941538,"[13176 22963 47766 21903 47626 41950  8174 21009  8022  3896 18963  4660
 42193  9047 29195 35297 24933 10804 34428 48563]"
941555,[42450  5748 46595  8403 22367 45158 48626 22583]
941654,[13176 24852  4920 42736 28849 19348 44912 19354]
941667,"[13176 47766 48775  8277 30391 28601 35629 47734  4472 13639 24373   581
 28008 38896 32002]"
941790,[21903 11266 21754]
941802,"[24852 37646 47144 27629 30696 17616 25824 49198 23579  5785 13328 30233
 48015 31334 35206 39041  4374  5422 34502 35058   281  2925]"
941843,[29307 30233 11182]
941850,[25466 35846 39832]
941866,[13176  9387 37250]
941870,[881]
941906,[11777 34969 27695  6474]
941916,[47766]
941945,[ 8193 44142 39993 24382 27323  6350 29529 43565 48192 45217 35210  4721]
942019,[27582 32923]
942062,[43255  1369 14974 49292 43677]
942082,[47209 21903 38273  9366 25837 24253 37357   878 14971]
942286,[37646  5750 24107 39643]
942356,"[13176 35951 47209  7503 21903 21616 27156 44359 42585 27336 46667 10096
 35510 35547 11005  2091  1000 45866 21269 48576]"
942363,[21137 19468 10912 21799  5744 23910]
942491,[28535  5077 10673 32133  1334 25548 37132 32745]
942588,[24852 41540 36070  7559 37067  5994 39475]
942629,[  196  9839 12078]
942635,[42719 25844]
942643,[13176 17122 31717 49533 21938 36397 19311]
942695,[22474  8518   651 28204 28993 10246 14778 26347 18811 37011 48885 14971]
942710,[13176 38159 28204]
942761,"[13176  8424 42828  4421 42768 26369 10108  3599 46584 24654 28797 31927
 10292]"
942772,[ 4605 17044 32740 16883]
942774,"[24852 46676  5991  9076 20114 33846 36180  4656 11121 12980 33671 41746
 33090 46341  5037 22796]"
942831,[47209 21903 36149 21465  3235]
943137,[47766 27104 48204 31618 41690  4659  5064]
943215,[39275 46260]
943400,[ 8524 26875]
943450,[21616 28289 27104 44142 21405  4455 10749   329 37011  9689 21985]
943455,"[24852 47766 17630 24489 22328 45437 30795 41999 18765 48186  2081 16994
 15700 19251  5546 23689 29613]"
943460,None
943492,[36735  3376 17794 47626 17706 20114  6310 48340]
943513,[39921 34282]
943598,[13176 41400 33720 37919 10602]
943626,[24964  8174 37065 14858  6651]
943671,[47144 21903  4461 47547 44628 24204 24195]
943830,"[49683  5025 31268 21938 13490 45116 26373 26497 24699 44290 36854 18040
  9810  3947 23458 35994 47692 28778]"
943846,[21616 31564 36763 26002 21535]
943869,[16797 37646 27845 39180 20015]
943875,[6871]
943900,[10326 27845]
943917,[49235 21376 49683 30391  9839  6740 36610]
943918,[13176 41917]
943922,[24852 47766  5479 26369 16757 38003  7452]
943957,[24964 16759 45535 38439]
944047,[17872 24852 31717 28985  2825 43192  9808]
944071,[16221]
944159,[30696 30353 26546]
944169,[ 4210 10749  1117 12218 25124 11481 12672 10255 15100]
944170,[41220 23734]
944225,[47209 25466]
944288,[31506 44359 43789  7669   389]
944331,[ 3583 43517 35504]
944383,[17038  8671 18618 16001 30885]
944513,[21471 34050 38200 23888 46025  3732 30921   516 10371 45896 14230]
944545,[39040]
944582,[21137 11365 17207]
944610,[40376 46811  3179]
944619,[49683 31717 45007 48679  4605 28849 31553]
944645,[35921 32611 27663 14780]
944798,[13176 39877 47209 13870  1529  7952 27845 30776  5479 12442 21461 16711]
944818,[27966 42342 21903 21616]
944854,[3765]
944861,[49683 34358 47626 22935 43772 25588  1094 30169 26497 35199  7469]
944870,[49235 30489 13198  5025 34969 35108 25890]
945054,"[45066 43961 22475 26604 31717  8424 48679 24184 46979 47626  5618  1158
 21938 11182 40396]"
945064,[30489 39928 42342 48679 26209 15392 35163 34608 38809 13517]
945148,[13176 47209 15937 14814  5380]
945233,[34358]
945284,[16185 46023 27548  4605 35458 49474  7881 38799]
945363,[21616 31683 32864 46650 25630]
945460,[43352 19660  9358]
945477,[41480 46584 48015 44475 10032 14870 30422]
945523,"[ 9124 34658  5077  6348 28204 46088   258 29447 36259  1203 20876  5405
 21949 18011 47531 29104]"
945529,[ 4472 47156 14036]
945586,[46654]
945622,[17668  8518 48679 34126 27845 32655 18918 19660 26364 25013]
945751,"[30450 47209 30391 32177 41220 19006 48190 11576 10749  1158 34590 29418
 21195 25666 29801 30881  7150 34610 18994]"
945818,[27196 15424 28907]
945902,[ 5769 21019 48595 27275 48859 22556]
945928,[30680]
945941,[18489 19254  7733]
945993,[33754 47209 39993 30599 23375 45223 47900  7916 15693 31801]
946005,[ 5450 25659 34358 33731 38739 10603 35163 20345 20953]
946009,[28465   605 14881]
946086,[27156 15164  4938]
946144,[13176 36086 22587 40397 11344  8393]
946157,"[ 1559  7963 15820 43772  9421 47087 18027 49520 38185 29392 48192 14218
 16097 17195 27295 27667]"
946158,[14147  1263 27796 23888 41178 27196 18276 10335]
946162,[13176  5876 10246 11140 20842 13166  3274  9364 40386]
946163,[38293   329 22316]
946196,[ 3389 27652 36616]
946245,[39001]
946380,"[13176    79 27966 45007 23165 44359 33037 47601  8736 30776 10749  2086
 18594 17284 26165  4872 49113  9766 44329 32635]"
946409,[21174 38689  2295 35163]
946424,[42450 33127 19660 16714 47107 23322 31709 12772 38016  3262 36390]
946497,"[24852 14992 48933 43772   169  1408 49630  4674 18762 45588 11073 17624
 31595]"
946505,"[13176 37646 47209 21903 48679 11520 42828 22935 24964 27845 21777 20738
 35503 25138 20178 44961 17154 29506  9870]"
946538,[24184 12320 44292 10908]
946549,[43721 15680 31985]
946574,[14788]
946584,[ 9387 32051 26165 18296 40484 46914 20636  8016]
946595,[35140 34969 35510 48057 23348 39890 49026 15899  6390  2552]
946610,[35951 30489 27156 39275  6489 19660 27247]
946631,[36316  5785 29487]
946676,[22935 24964 46906 26165 20977 33647 28576 45445]
946701,"[16797 42450 15134 28204 19348 38453 34350 37229 16213 12086 25947  7391
 16826 45427 39250 37347 10022]"
946715,"[37646  8021 43961  4920 43295 47626 42585 22935 24561 18689 31964 45578
 43194 35135]"
946764,"[49235 24852 37646 42342 47766 28985 24184 27086 15872 19048 47962 14901
 16020 33129 20985  6901  5918 36849  2050]"
946812,[23288 21393 35986 27662 47953 41330 40425]
946863,"[48871 36316  4605 40261 11182  4795 19653  4447 34487   256 15709 12914
 46841 36274]"
946890,[24852 37646 21137 36865]
946891,None
946950,[10181 29956]
946966,[40706 18499]
947148,"[19057 24852 21903 39275 44359 39040 46906 11576 16759 33000 14651 46720
  3896 35535 46352]"
947175,[ 8193 31066 44799  9405 23405 29698 23763 34160 44579]
947255,[31343 31506 25890]
947484,[40604 24184  9934  7628]
947487,[24852 30391 28842 47626 48745 21802 38383 11712 22227 12748  2111 19271]
947521,[19660 35055]
947522,[ 1940 24156 28441]
947545,[16168 34358 36865 44910 32734  5933 38504 42483 16618]
947578,"[26576 24184 46547 36086 37065 13304 27471 20985 17341 14647 18019  3801
 45685]"
947620,[24852 21137 21903 22035 11777 44142  5959 28934 15226 49026]
947621,"[ 4957 16797 47209 43961 36695 17706 22935 10246 42701  8087 33636 30169
 25753  7649]"
947632,[24852 43352 43263 26094   459  6818 32859]
947657,[11014 41716 45946 34182 18429 23432 26554 49067]
947737,[13176 21137 15902 38312 30169  1700  2748]
947778,[39877 42617]
947837,[28634]
947978,[35951 24852 27086 21386 38273 13535  3970]
948026,[44142 42460  1463  3318 47683 18792]
948072,[30827 33768 15200 31805 42282 22028 42392]
948080,[20608  7049]
948162,"[24852 47766 12845 14992 40706 20323 39275 42736 27086 45535 13646 32747
 29544 12499]"
948189,"[16797 43961 18880 27690 28842  8670 22935  5077 48171 45633 17630 42110
 47888 20127 22298 33845 36085   895 17979 27036 34091]"
948338,[44632 22993 22185 28705 33106 48869]
948436,[17872 18523 19156 33754 47144 27548 28204 20392 35913]
948438,[ 5450 22825 44661 32689 35547 40691 37053 14371 10998]
948504,[48933]
948586,[46979 27086 33198  4692]
948646,[27966 11777 26604 14778 29487 35079 20604]
948651,[  196 27839 13914 30591 31102 22802 42500]
948674,[13031]
948729,"[13176 47209 11520 23516 23165 28985  5769 42585 21405 24964 27845 10246
 12614 44233 17170 39468  4853 18243 26668 39696 18903]"
948833,[34745]
948853,[13733 27247 33113 37565]
948895,"[45007 43352 44142 38739 18362  1158  5373  2295 20738  6104  5959 49111
 31970  3711 31865 37866 13848]"
948928,"[ 8277 18362 35213 31215 19213 33198 11140 11512 45224  2326 16083 11199
 29801 17429 45343 32616]"
948975,[26738  7029 22089]
949017,[28204 20842 14999]
949085,[23410  5097 46260 38944]
949100,[19057 21333 35221 27356 26351 49139]
949148,[17948]
949149,[28985   343 40396   920 48825]
949157,[13176  1559  5322 42265  8277 30391 47626 41950 31805  1801]
949239,[47209 30391  4421 27845 25588 13535 42944]
949264,[13176 42265 43961 47626  6948 21288 26324 32429 29363 43968]
949317,"[12258 21903 44661 43295 31506  5876 42450 48745 28204 27845 21938 26324
 30169 25753 30949 19311  5902]"
949361,[28906 26826 11673 15472 14951 47045]
949430,[13176 16759  1688 27292 39303]
949544,[22633 23405 39224 42936 49429 48180   872]
949575,[24852 28985 44359 46990]
949580,[47626 25466 31720]
949596,None
949654,[45066 47626 27086 45603 32864 21267 39408 34276 33647 13517 45946]
949684,[24184 14875 36425 40310 39408  8506 37520 37449]
949701,[24852 25146 30233 20463 44395]
949720,[48679 22935]
949962,[39928 18689 31562 14910]
949968,[21709 13249 46979 22935 34969 13712 25890 23375 33438]
950003,[42736 48118 19348 15923 31525 44527]
950040,[22825 21137 20995 47626  3957 48230 34590 39180  1558 39739 12658 37367]
950108,[ 5077  7646 18200]
950207,[24852  6489 13255 21131 43171]
950351,"[21903 25199 22935 19048  8339 25837 16400  7806 17462 44329 43988 28325
 46929 11532]"
950362,[ 2078 25005 33198  7401]
950456,[13176 21137 11777 31717 30391 20995 34126 48364 21267 42972]
950557,[37687  9020  9067]
950579,[13176 45007 11520 26209 21553 22031 27845 26369 26283 25138 17454 16363]
950605,[22035 43961 43352 15290 47626 24964 27845  4605 48532 40749 43182 36999]
950644,[47144 32655  9292 40678 46853]
950656,[47966 24427 37366 10889 22017 28012  7126]
950663,"[13176 30450  7781 33754 30391  5876 10017 17630 23543 16617 30169 48395
 30720 24841 14633 21195  2611 19354  9741 25197 32981 12154]"
950714,"[10326 16589 22825 24852 45066 27845 33000 10082 36332 19711 11009  6297
 30756  1215 18105 42903]"
950800,"[13176 27344 37646 22035 30391 34126 46979 43713  5337 30233 34213 41593
 27750 13166 31557 42796 31471 30799]"
950806,[ 5576 30584  7631 17621]
950865,[ 9405  2390 33827  2971]
950905,[47766 44422 28849 49075  7485 41463 35946 20255]
950909,[16797 21903  5769 27845 35819]
950945,[16797 27845 46906 33352 49111]
950989,[33768 28593]
951046,[13176 47209 16965  8277 17706 35921 32740]
951069,[39877 43961  5876  7948 16759 21543 46616 10621 17915 25522 39101]
951089,[  196 18023]
951126,[13396 16647]
951217,[19348 49605 18339 24528 20197  6547  9543]
951243,[ 8424  1689 35383 17264 13834  7600   557 28916   991 48185 38474]
951251,[36735 47209 26209 34126 44359 47601 24964 20114  3957 27744]
951265,[22825 21903 41950  4029 39994]
951277,[ 4461 13380 11512 20977 12700]
951304,[ 8277 39475 16083  6046]
951343,[48142 16464 19348 11985]
951379,[22825  9339 25466 49075]
951496,[ 8021 45007 34358 23541]
951507,"[24852 37646 40571 13249 39275  8174  8087 19660 49520 19382 39947 38480
 14466]"
951528,[ 5077 33655]
951580,"[19057 21903 45007  9339 46979  5876 24964  4605   432  1463  5161 27683
 13660]"
951592,[25949 33257 45903 37927]
951652,"[ 5450 48210  8193 28985 38164 48364 35221 11576  3957 13712 33015  6774
 31242 28545 15719 25332]"
951747,[ 8021 28199 47087  2855 30233 37158 18689 32486 19370 46485 11961]
951866,[44142 48183 37849 28548 24386]
951907,[31222 41406 42360]
951919,[ 2099 20082 29553 20815]
951951,[13176 42282 18348]
951969,[37646 47626 22959 26698 27562]
952074,"[19057 42342 21616  9339 28928 45633 19048 14651 30463 17807  9020 36397
 31445 39469 10872 47049]"
952084,[16797 27344  4920  7746 27086 28204 32655  5785 21009 13225 40386 39004]
952124,[25659 42475]
952181,[47766 11777 26604 36070 44632 20788 35078]
952187,[12845 10673]
952331,"[13176 21709 47209 21137 21903  4920  7952 43086 36929 34969  2855 16249
 27695 36953 11712 17949 22416]"
952334,[41950 30233 44056]
952364,[ 5450  6187 28476 23622 13166 45246]
952368,[13176 47209 21405 16759 28597 47630 36869 47049]
952396,[28842  6046 15929 23441]
952402,[47766 42265 19019 18656 12872 28204 38273 24024 25753 13563]
952427,[39275 24964 38374]
952432,[27344 35887  4367 35383 45646 37158 38772]
952463,[ 1774 27845  2966  8615  7010 41716]
952489,[ 9743 34024   544]
952531,[16797 44573]
952533,[42625  4605 30994 47119 34573]
952563,[21137 21903 48679 24184 47626 22935 27845 21295 29650]
952569,[43352 47626 28204 35921  8859]
952636,[13176  2825 10070 49111]
952746,"[47209 21137 31717 18531 17600 47167 39040 37119 16254  4793 21938 21526
 17871]"
952754,[40878  3526 38046 13925]
952761,[46061 19660]
952780,[24852  4605 32566 35845 15269 49544 26898]
952785,[ 325 8461 7342]
952831,[40198 32691 45445 37265 26916 13586  1100]
952884,[16797  4605 29487]
952968,[26620  3434 13203  2245]
953091,[41844 38739 30960 29615 39747 17868]
953268,[31134 39066 28226 32044 27355 28148 32019 42509 44352 37826]
953279,[16797  5015 13496]
953293,[21903 45007 16185 41950   810 39619  2314 21938 32740]
953303,[26369]
953324,"[33754 21137 21903  4945  4799 31506 28204 21938 23909 44449 32624 22089
 31238]"
953427,"[24852 27344 21137 21903 25659 39275 46979 18465  4086 45123 37055 45646
  6343 18609  4321]"
953478,[ 3376 41950  8671 44961]
953557,"[35951 24852  5876 35264  4086 46667 28204 27288 47156 11712  1468 48167
  7924]"
953568,[24852 46023 37940 49306 21567 27275 38834 48031]
953585,[19057 47526 11520 20995  2295]
953634,[21709 24852  5077 35221 46941 49520 46059 36393 20590 23322 21849 38416]
953720,"[21903 24010 19678 27156  2732 16185 27104 33731 42585 26751 49267  3469
  3869 17807 30323 10114 45177 25043  6772 39411 38129 35871]"
953759,[28986 13409]
953862,"[16797  4799 46906 40002 25879 42701 47888 42063 46584 22025 23102 33433
 27392 31469]"
953900,"[24852 47209 49683 13212 24184 46979 47626 12341  6873 21267  8174 19508
   432  3952  8006 18434 32369 41588 44075 47008 32467 18391]"
953909,"[16797 28373 31717 30391 16349 13629 17630 49191 34217 17461 40229  8710
  8955 10768 11499 17553 41588  4428 33884 43621]"
953932,None
953971,[13083 39891  2295 39431  9932]
954125,[14104   480 29615 38672 36551]
954326,[29127 40759 25691 26666]
954350,"[24852 27344 42342 18599 35042 48205 36316 18362 22736 31981 38579 37274
 37487]"
954365,"[16797 36735 39190 44683 43295 24184  9076 15134 30696 36316 32864  5385
 10613  7693 45747 41682 14126 35504]"
954390,[49235 47766  8021 27156 46979 21405 18594 41658 35163 23634 37141  3661]
954531,[41787 24852 47766 31883 45104 39947 12144]
954579,"[24852 21137 49683 24535 40706 39275 41220  9477 41950 10749 17461  7669
 46779]"
954718,[24852 21137  8424 30391  5818 19006 22935 35221 43504 10724]
954722,[36724 24489 16616 29447 24082 11712 36165]
954731,[24852 43352  8193 34050 46522 41588 34627  4947 21027]
954844,[25072 31433 48726 12852]
954846,[37646 47766 27521 11136 20995 41220 37067 16759 47734 12409 10753]
954987,None
955005,[ 5450 30287 37330]
955083,"[13176 21137 36606 38159 41950 36011 18606 29877  7090 39747  2242 15241
 39706]"
955177,[24852 49131 36574 26131 29447 33855]
955285,[47766 44632 35652 18362 47029 13646 11712 11941]
955296,[37250 49520 12782 38533]
955316,[37059 27845]
955336,[14233 28682  6873 25230 32677]
955444,[24852 15057 16714 12508 23932 45489]
955529,[25146  4149 37923 13113]
955634,[16797  4920 20940]
955678,[40706 26209 39275 46979 47759 14462  5130]
955713,[32478 40120]
955780,[ 4957 24852 40571 43352 24184 28204 43662 20670 19101 13517]
955908,[24852  9387 49683 46175 24427 29925 26119 40772]
955979,[33731 24964  8615  3957 28849 35217  2581 41690 42719 36856 39448 19873]
956000,[19057  1392]
956042,[24852 48364 24925]
956057,[ 8277 27323 29553 10680]
956085,[45066 26790 27086 14766 39024 26648 24891 49095 17027 20980]
956088,"[49235 24852 47766 49683 40706 19019 26209 13829 38164 28849 32857 35132
 24985]"
956127,[45066 21903 34126 37687 47321]
956202,[13176 35951 44359 46667 18362 46847   329]
956214,[31717  8424 49381  9020 37158 29878  3020 20898  5985 48064]
956242,"[24852  8670 17616 32864 12276 27796 19348 44570 16617 46075  9199 32712
 31848 23252 38890 17334 42360  6052  7947 29778 37460 43151 20976 40254
 20054  7580 32365 46763]"
956381,[33198 46344  3876]
956391,[44258 27714 28473]
956486,[13802  7806]
956545,[24852 47209 21903 24964]
956608,"[24852 47209 21903 26604 19678 20995 21405  7559 27548  6873 22888  6615
 27695 29370 25087  4451]"
956624,[11492]
956645,"[24852 39877 21137 48679 29871 30391 31506 18288 20186 16396 24360 21946
 22683]"
956653,[13176 24852 13870 26209 28985 44910  5134 15649 21560  9689 48023]
956698,[17924 34148]
956745,[37115]
956825,[24852]
956926,[21903 13629 15290 48745 43768 34530 23622 44471 21280]
956927,[13575  9434]
957013,[22035  8277 20794 30776 21841 39055 49628 32648 31100]
957128,[21137 20995 36070 10749 21938 26369 49075 46505 38299 35989]
957211,[  196 42803 18023  5161 30720 15164 27038 30339]
957237,None
957257,"[13176  7076 15820 21019 45364 41771 39464 41058 29309 15269 11776 37449
 16223 45134  9648 46341 22425 42518 16296 38471]"
957295,[6184]
957328,[28842 16254 34969 31915 32747  5959 19711 38944 18618]
957366,[12013 27240]
957508,[41131 43892 21883 27857]
957561,[16953 27796 22610 26348   769]
957595,[44375 40709  4138 43005]
957614,[15937 47626 47141 41757  7325 29852 48305]
957663,[ 5785 29447]
957676,[37710 30720]
958009,[19057 24852 47734 44628  7361]
958040,[432]
958056,"[47766 21137 21903 28289 28842 34126 46979 24390 48745 39993 40229 13225
 19049 23230 27900]"
958084,[13176 38928 46562 29015 45051 42500]
958126,None
958209,[13176 49235  4957 47792  8277 45537  2086 24024 17568]
958233,[47766  9387 43961  5782 31231  7628 28321 19763]
958248,[14633    49 38249 18670 30122 44953 19862 49608  1240 10634]
958275,None
958285,[24852 49191 30989 42832]
958368,[27966 21137 38293 24799 28465 12409 16896 32740]
958419,[45007 26209 39121 17794  2663]
958425,[46061 37919]
958551,[  196 37710 26767 41400 46802 31102 46562 45051 33783]
958572,"[13176  8021 26620  2086  8174 17461 47029 48726 31371 14447  7607 22915
 49095]"
958584,[33493]
958644,[37646 47766 21903 42265 38456 14678 37220 39619 28934 31555  1749 15570]
958646,[40706 27521 45007 26209 28985 34358 47626  5025 43789  5240 41588]
958688,[21903 38164 10017 31487 24024  1700]
958858,[19057 21903 28199 46906 16759 22512 49323]
958890,[47792 13380 43504 11182  5550  7372]
958922,[21573 42736  3765 38508 21999 40997 44779]
958931,[16589  6948 19677 30516]
958951,[34126 26856  1416   738 17477]
958959,[28553 31720 31100 43643]
958997,[12427 46149 37710 43721  6184  8843]
959026,[16714 34196 22542 17302  9953 11073 37956]
959049,"[24852 36735 39928 21137  4920 39275 25931 28928 24561 11123 21267 48230
 26165 46522 10180  7916  9018 44949 26714]"
959097,[42265 41220 30776 17461 18234 31553 47900  1000 29616 24720 19393]
959105,"[24852  4920 26790 38777 15290 47626 32691 49381 22890   389 16874 22017
 16668 15952]"
959119,"[13176 22825 27344 22035 42265 43961 40706  4799 24838 31506  5876 22935
 32655 18362 23644 28745  8174 17284 13541  8012 29447 20345 10385 17555
 21526 14702 35871 18353]"
959150,None
959275,[42828 29447]
